gameid,title,developers,publishers,genres,supported_languages,release_date,platform
441006,Let's Cook Together,['Yellow Dot'],['Yellow Dot'],['Party'],,2021-06-11,xbox
440516,Alphadia Genesis 2,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2021-06-04,xbox
439398,Train Station Renovation,"['Live Motion Games', 'ConsoleWay']",['Ultimate Games'],['Simulation'],,2021-06-02,xbox
439075,Trenga Unlimited,['Flux Games'],['Flux Games'],['Puzzle'],,2021-05-28,xbox
438780,Metro Exodus Enhanced Edition,['4A Games'],['Deep Silver'],"['First Person Shooter', 'Stealth', 'Action Horror']",,2021-05-06,xbox
440169,Mutazione,['Die Gute Fabrik'],['Akupara Games'],['Adventure'],,2021-05-26,xbox
439870,SpellForce 3: Soul Harvest,['Grimlore Games'],['THQ Nordic'],"['Role Playing', 'Strategy', 'Real Time']",,2021-05-27,xbox
391617,MechWarrior 5: Mercenaries,['Piranha Games'],"['Piranha Games', 'Fireshine Games']","['First Person Shooter', 'Third Person Shooter', 'Mech']",,2021-05-27,xbox
439871,A Little Lily Princess,"['Hanako Games', 'Hanabira']",['Ratalaika Games'],['Visual Novel'],,2021-05-28,xbox
437780,An Airport for Aliens Currently Run by Dogs,['Strange Scaffold'],['Strange Scaffold'],['Adventure'],,2021-05-25,xbox
440094,Just Die Already,['Double Moose'],['Curve Games'],['Open World'],,2021-05-20,xbox
440330,Warhammer Age of Sigmar: Storm Ground,['Gasket Games'],['Focus Entertainment'],"['Roguelite', 'Strategy', 'Turn Based']",,2021-05-27,xbox
439937,Carnivores: Dinosaur Hunt,['Digital Dreams Entertainment'],['Digital Dreams Entertainment'],"['First Person Shooter', 'Sports', 'Hunting']",,2021-06-01,xbox
440044,Sunless Skies: Sovereign Edition,['Failbetter Games'],['Failbetter Games'],"['Role Playing', 'Roguelite', 'Management']",,2021-05-19,xbox
435848,Dungeon Escape,"['Roenko Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2021-06-02,xbox
440049,Gutwhale,['Stuffed Wombat'],['Ratalaika Games'],"['Roguelite', 'Run & Gun']",,2021-05-21,xbox
438998,Chess Knights: Shinobi,['Minimol Games'],['QUByte Interactive'],['Puzzle'],,2021-05-18,xbox
439003,Techno Tanks,['EpiXR Games'],['EpiXR Games'],"['Automobile', 'Vehicular Combat']",,2021-05-19,xbox
435688,DreamWorks Spirit La gran aventura de Fortu,,,,,2021-06-01,xbox
439002,Leisure Suit Larry - Wet Dreams Dry Twice,['CrazyBunch'],['Assemble Entertainment'],"['Adventure', 'Point & Click']",,2021-05-18,xbox
439247,0 Degrees,"['Nerd Games', 'Kiddo Dev', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2021-05-19,xbox
437092,Jay and Silent Bob - Mall Brawl,"['Interabang Entertainment', 'Spoony Bard Productions']",['Interabang Entertainment'],"[""Beat 'em up""]",,2021-05-20,xbox
436366,Guards,['Battlecruiser Games'],['Drageus Games'],"['Strategy', 'Turn Based']",,2021-05-21,xbox
438362,Crossroads Inn,['Kraken Unleashed'],['Klabater'],"['Simulation', 'Management']",,2021-05-19,xbox
438997,FINAL FANTASY X/X-2 HD Remaster,"['Square Enix', 'Virtuos']",['Square Enix'],"['Role Playing', 'Collection', 'Turn Based']",,2021-05-13,xbox
436206,Quantum Replica,['ON3D Studios'],['PQube'],['Stealth'],,2021-05-14,xbox
438798,Baldur's Gate: Dark Alliance,['Black Isle Studios'],['Interplay Entertainment'],"['Action-RPG', 'Role Playing', 'Dungeon Crawler']",,2021-05-07,xbox
438999,REKT! High Octane Stunts,['Little Chicken Game Company'],['No Gravity Games'],"['Arcade Racing', 'Automobile']",,2021-05-26,xbox
437114,Infestor,['Woblyware'],['Ratalaika Games'],['Platformer'],,2021-05-07,xbox
438814,Karma. Incarnation 1,"['Other Kind Games', 'AuraLab']",['ChiliDog Interactive'],"['Adventure', 'Point & Click']",,2021-05-14,xbox
438232,The Wardrobe: Even Better Edition,['CINIC Games'],['CINIC Games'],"['Adventure', 'Point & Click']",,2021-05-05,xbox
438498,DRAGON QUEST BUILDERS 2,['KOEI TECMO'],['Square Enix'],"['Role Playing', 'Simulation', 'Sandbox']",,2021-05-04,xbox
438212,Butterfly 2,['grin robot'],['grin robot'],"['Puzzle', 'Platformer']",,2021-05-12,xbox
438211,50 Years,['Aleksandr Golovkin'],['Desert Water Games'],"['Strategy', 'Turn Based']",,2021-05-12,xbox
437600,Flowing Lights,['gFaUmNe'],['gFaUmNe'],"[""Shoot 'em up""]",,2021-05-07,xbox
438018,Castle of no Escape 2,['D. E. X. Team'],['Xitilon'],"['Action-Adventure', 'Roguelite']",,2021-05-12,xbox
436368,BORIS THE ROCKET,['toR Studio'],['Big Way Games'],['Adventure'],,2021-04-30,xbox
438051,R-TYPE FINAL 2,['Granzella'],['NIS America'],"[""Shoot 'em up""]",,2021-04-30,xbox
416092,STAR WARS Episode I Racer,"['Aspyr Media', 'Disney Interactive Studios']",['Aspyr Media'],"['Arcade Racing', 'Automobile']",,2020-10-27,xbox
436208,Angels with Scaly Wings,['Radical Phi'],['Ratalaika Games'],['Visual Novel'],,2021-04-30,xbox
437766,Kursk,"['Storm Trident', 'Jujubee']",['Forever Entertainment'],['Adventure'],,2021-05-07,xbox
437320,The Sinking City,['Frogwares'],['Frogwares'],['Action-Adventure'],,2021-04-28,xbox
2370,Bulletstorm,"['People Can Fly', 'Epic Games']",['Electronic Arts'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2011-02-22,xbox
1588,James Cameron's Avatar,['Ubisoft Montreal'],['Ubisoft'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-12-01,xbox
3491,Worms Revolution,['Team17 Software'],['Warner Bros. Interactive Entertainment'],"['strategy', 'Simulation']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2012-10-10,xbox
1085,Root Beer Tapper,['Digital Eclipse'],['Midway Games'],['Classics'],"['French', 'Spanish', 'German', 'Italian']",2007-02-07,xbox
1107,Fuzion Frenzy 2,['Hudson Soft'],['Microsoft Studios'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2007-01-30,xbox
1122,Two Worlds,['Reality Pump'],['Southpeak Interactive'],['Role-Playing Games (RPG)'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2011-07-05,xbox
1135,Dark Sector,['digital extremes'],['D3Publisher of America Inc.'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2008-03-25,xbox
19953,FIFA 18,['EA Vancouver'],['Electronic Arts'],"['Sports', 'Football']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2017-09-29,xbox
14565,WWE 2K17,['YUKE’S Co. Ltd.'],['2K Games'],"['sports', 'fighting']","['French', 'Spanish', 'German', 'Italian']",2016-10-11,xbox
10681,The Peanuts Movie,['Behaviour Interactive'],['Activision'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",,xbox
15692,三国志13,['KOEI TECMO GAMES CO.'],['KOEI TECMO GAMES CO.'],"['strategy', 'Simulation']",,,xbox
1565,DDR Universe 3,['LTD.'],['Konami Digital Entertainment'],['Music+'],"['French', 'Spanish', 'German', 'Italian']",,xbox
1236,FIFA 10,['EA Canada'],['Electronic Arts'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2009-10-20,xbox
1234,Forza Motorsport 2,['Turn 10 Studios'],['Microsoft Studios'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2007-06-08,xbox
1271,NHL 2K7,['Kush Games'],['2K Games'],['sports'],"['French', 'Spanish', 'German', 'Italian']",2006-11-03,xbox
1293,Bullet Witch,"['Cavia', 'Marvelous Entertainment']",['XSEED'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2007-03-06,xbox
1306,Double Dragon,"['I.T.L.', 'Technos Japan']",['Microsoft Studios'],['Classics'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2020-04-16,xbox
1325,Vampire Rain,['Artoon'],['AQ Interactive'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2007-07-03,xbox
1332,Football Manager 2006,['Sports Interactive'],['SEGA'],"['strategy', 'Simulation', 'sports']","['French', 'Spanish', 'Italian']",2006-04-13,xbox
1345,Harry Potter & The Order Of The Phoenix,['Electronic Arts'],['Electronic Arts'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2007-06-29,xbox
1358,Crash Of The Titans,['Radical Entertainment'],"['Sierra Entertainment', 'Vivendi Games']",['platformer'],"['French', 'Spanish', 'German', 'Italian']",2009-11-10,xbox
1384,Kengo Legend of the 9,['Genki'],['Majesco Entertainment'],"['Action', 'Adventure']","['Japanese', 'French', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2007-09-11,xbox
1413,Kung Fu Panda,['Vicious Cycle Software'],['Activision'],"['Action', 'Adventure', 'platformer', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-06-03,xbox
1425,Live Draft Tracker,['EA Tiburon'],['Electronic Arts'],['sports'],,2008-07-16,xbox
1430,Space Chimps,['Red Tribe'],['Brash Entertainment'],['platformer'],"['French', 'Spanish', 'German', 'Italian']",2008-07-15,xbox
1460,Disney Sing It,['Zoë Mode'],['Disney Interactive'],"['Family', 'Music+']","['French', 'Spanish', 'German', 'Italian']",2008-10-21,xbox
1552,Wallace & Gromit #1,['telltale games'],['Microsoft Studios'],"['puzzle', 'Family']","['French', 'Spanish', 'German', 'Italian']",,xbox
1471,Live Score Tracker,['EA Tiburon'],['Electronic Arts'],['sports'],,2008-09-03,xbox
1477,Asterix Olympic Games,['Etranges Libellules'],['Atari'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2008-08-22,xbox
1476,LOTR: Conquest,,['Electronic Arts'],"['Action', 'Adventure', 'fighting']","['French', 'Spanish', 'German', 'Italian']",,xbox
1164,WATCHMEN,,['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2009-03-04,xbox
1465,Fracture,['Day 1 Studios'],['Disney Interactive'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",,xbox
1262,Over-G,,,"['strategy', 'Simulation']",['Japanese'],,xbox
1287,NCAA March Madness07,['EA Canada'],['Electronic Arts'],['sports'],,,xbox
1464,AA: True Soldiers,['high voltage software'],['Ubisoft'],"['Action', 'Adventure', 'strategy', 'Simulation', 'shooter']",,,xbox
1364,CSI-Hard Evidence,,['Ubisoft'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",,xbox
1273,Open Season,['Ubisoft Montreal'],['Ubisoft'],"['Action', 'Adventure', 'Family']","['French', 'Spanish', 'German', 'Italian']",,xbox
753408,Magical Backpack,['Old School Vibes'],['Old School Vibes'],['Platformer'],,2024-12-04,xbox
1473,SmackDown vs. RAW 2009,"[""Yuke's""]",['THQ'],"['Action', 'Adventure', 'sports', 'fighting']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2008-11-09,xbox
1575,WtWTA,,,"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian']",2010-12-14,xbox
1573,NHL 10,['EA Canada'],['Electronic Arts'],['sports'],"['French', 'German', 'Russian']",2009-09-18,xbox
1481,Assault Heroes,['Behaviour Santiago'],['Microsoft Studios'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-03-19,xbox
1479,Paintball 2009,['Fun Labs'],['Activision'],"['Action', 'Adventure', 'strategy', 'Simulation', 'sports']",,2008-11-25,xbox
1478,Sealife Safari,['Behaviour Santiago'],['Activision'],['Family'],"['French', 'Spanish', 'German', 'Italian']",2008-06-18,xbox
1577,Backyard Sports: Backyard Football 10,['FarSight Studios'],['Atari'],"['sports', 'Family']",,2009-10-20,xbox
1480,Track and Field,['Digital Eclipse'],['Konami Digital Entertainment'],['Classics'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2007-08-08,xbox
1485,Tiger Woods PGA TOUR 08,['Electronic Arts'],['Electronic Arts'],['sports'],['French'],2007-08-28,xbox
1574,NBA LIVE 10,['EA Canada'],['Electronic Arts'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-10-16,xbox
1488,Dangerous Hunts 2009,['Fun Labs'],['Activision'],"['Action', 'Adventure']",,2008-09-23,xbox
2394,MotoGP 07,['Climax Racing'],['THQ'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2007-08-27,xbox
1579,AC/DC LIVE: Rock Band,['Harmonix'],['Electronic Arts'],"['strategy', 'Simulation', 'Music+']","['French', 'Spanish', 'German', 'Italian']",2008-11-02,xbox
1489,History Civil War: Secret Missions,['Cauldron'],['Activision'],"['Action', 'Adventure', 'shooter']",,2008-11-04,xbox
1494,Bullet Witch,"['Cavia', 'Marvelous Entertainment']",['XSEED'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2014-05-13,xbox
1580,Band Hero,['Neversoft'],"['Activision', 'Inc']",['Music+'],['French'],2009-11-03,xbox
1585,Darkest Of Days,['8Monkey Labs'],['Valcon Games'],"['Action', 'Adventure', 'shooter']",,2009-09-08,xbox
1493,My Horse And Me 2,['Tate Multimedia'],['Atari'],"['sports', 'Family']","['French', 'Spanish', 'German', 'Italian']",2008-10-31,xbox
1584,Jurassic: The Hunted,['Cauldron'],['Activision'],"['Action', 'Adventure', 'shooter']",,2009-11-03,xbox
1590,Ben 10 Alien Force: Vilgax Attacks,['Papaya Studio'],['D3Publisher of America Inc.'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian']",2010-03-12,xbox
1598,Madagascar Kartz,['Sidhe'],['Activision'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2009-10-27,xbox
1495,Smackdown vs RAW 2007,['YUKE’S Co. Ltd.'],['THQ'],"['Action', 'Adventure', 'sports', 'fighting']","['Japanese', 'Italian']",2006-11-10,xbox
1587,NBA 2K10 Draft Combine,['2K Sports'],['2K Games'],['sports'],,2009-08-26,xbox
1601,Tornado Outbreak,['Loose Cannon'],['Konami Digital Entertainment'],['Family'],"['Spanish', 'German', 'Italian']",2011-12-06,xbox
1498,MLB Stickball,['Gaia Industries'],['2K Games'],['sports'],,2008-10-08,xbox
1500,Sonic's UGC,,['SEGA'],"['Action', 'Adventure', 'shooter', 'puzzle', 'Role-Playing Games (RPG)', 'Classics']","['French', 'Spanish']",,xbox
1572,Cloudy with a...,['Ubisoft'],['Ubisoft'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian']",,xbox
1491,Secret Service,['Cauldron'],['Activision'],"['Action', 'Adventure', 'shooter']",,,xbox
1569,Raven Squad,,,"['Action', 'Adventure', 'strategy', 'Simulation', 'shooter']","['French', 'German']",,xbox
1487,Buku Números,['Absolutist Ltd.'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",,xbox
1484,Buku数字パズル,['Absolutist Ltd.'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",,xbox
1522,DAH! Path of the Furon,,['THQ'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2011-06-21,xbox
1634,Streets of Rage 2,['Backbone Entertainment'],['SEGA'],['Classics'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2007-08-29,xbox
1656,UFC Undisputed 2010,['YUKE’S Co. Ltd.'],['THQ'],"['sports', 'fighting']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-05-25,xbox
1676,Cars: Race-O-Rama,['Incinerator Studios'],['Disney Interactive'],"['Racing', 'Family', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2012-09-18,xbox
1703,UNO RUSH,['Carbonated Games'],['Microsoft Studios'],"['Board Games', 'Family', 'Avatar']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2009-03-25,xbox
1913,UFC Personal Trainer,['Heavy Iron Studios'],['THQ'],"['sports', 'fighting', 'kinect']","['French', 'Spanish', 'German']",2011-06-28,xbox
2012,11eyes CrossOver,['Lass'],['5pb.'],"['Action', 'Adventure']",,2009-04-02,xbox
2060,Ace Combat Assault Horizon,['Namco Bandai Games'],['Namco Bandai Games'],"['Action', 'Adventure', 'Racing', 'shooter', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2011-10-11,xbox
2122,Call of Duty Classic,['Infinity Ward'],['Activision'],['Classics'],"['French', 'Spanish', 'German', 'Italian']",2009-12-02,xbox
1931,Kinect Sparkler,"['Smoking Gun Interactive', 'Good Science Studio']",['Microsoft Game Studios'],['kinect'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2011-07-28,xbox
1954,X-Men: Destiny,['Silicon Knights'],['Activision'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']",['German'],2011-09-27,xbox
1962,NBA 2K12,['Visual Concepts'],['2K Sports'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-10-04,xbox
1972,MLB BOBBLEHEAD PROS,['Konami Digital Entertainment'],['Konami Digital Entertainment Inc.'],['sports'],['Japanese'],2011-07-06,xbox
1990,Dance Central 2,['Harmonix'],['Microsoft Game Studios'],"['Music+', 'kinect']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2011-10-21,xbox
2157,Dynasty Warriors: GUNDAM 2,['Omega Force'],['Namco Bandai Games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2009-04-21,xbox
2160,Dynasty Warriors: GUNDAM,['Omega Force'],['Namco Bandai Games'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2007-08-28,xbox
2179,Top Spin 4,['2K Czech'],['2K Sports'],"['strategy', 'Simulation', 'sports']","['French', 'Spanish', 'German', 'Italian']",2011-03-15,xbox
2209,Thor: God of Thunder,['Liquid Entertainment'],['SEGA'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2011-04-29,xbox
2221,Cyberball 2072,['Digital Eclipse'],['Midway Games'],['Classics'],"['French', 'Spanish', 'German', 'Italian']",2007-09-05,xbox
2225,Rock Band Country Pack,['Harmonix'],['Electronic Arts'],"['strategy', 'Simulation', 'Music+']",,2009-07-21,xbox
2226,Rock Band Metal Pack,['Harmonix'],['Electronic Arts'],"['strategy', 'Simulation', 'Music+']",,2009-09-22,xbox
2220,Poker Smash,['Void Star Creations'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-02-06,xbox
2229,PES 2010,['Konami Digital Entertainment'],['Konami Digital Entertainment Inc.'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",,xbox
2025,Wheelman,['Midway'],['Midway'],"['Action', 'Adventure', 'Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",,xbox
2164,Agarest Zero,['Idea Factory'],['aksys games'],['Role-Playing Games (RPG)'],['Japanese'],,xbox
2842,R.B.I. Baseball,['Behaviour Interactive'],['MLB'],['sports'],,2014-06-24,xbox
2308,THE IDOLM@STER,['Bandai Namco Entertainment'],['BANDAI NAMCO Games'],"['Action', 'Adventure']",,2007-01-25,xbox
2286,Coffeetime Crosswords,['Konami Digital Entertainment'],['Konami Digital Entertainment'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-07-16,xbox
2301,RAYSTORM HD,['Taito'],['Taito'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2010-05-05,xbox
2341,Phantom Breaker,['5pb.'],['5pb.'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2011-06-02,xbox
2374,Inferno Pool,['Dark Energy Digital'],['Deep Silver'],"['sports', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2009-10-28,xbox
2395,MotoGP 09/10,['Monumental Games'],['Capcom'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2010-03-16,xbox
437144,Rising Hell,"['Tahoe Games', 'Toge Productions']",['Chorus Worldwide Games'],"['Platformer', 'Roguelite']",,2021-05-21,xbox
2397,NHL 12,['EA Canada'],['Electronic Arts'],['sports'],"['French', 'German', 'Russian']",2011-09-09,xbox
2414,nail'd,['techland'],['deep silver'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-11-30,xbox
2613,LOST PLANET 2,['CAPCOM Co.'],['CAPCOM Co.'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2010-05-11,xbox
2626,RocketBowl,['21-6 Productions'],['D3Publisher of America Inc.'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-09-10,xbox
2633,RUGBY CHALLENGE,['Sidhe'],['Tru Blu Entertainment'],['sports'],"['French', 'Spanish', 'Italian']",2016-04-22,xbox
2631,Double D Dodgeball,['YUKE’S Co. Ltd.'],"[""Yuke's""]","['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2008-07-16,xbox
2647,Naval Assault,['Artech Studios'],['505 Games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2012-01-10,xbox
2673,Dance! It's your Stage,['Purple Lamp Studios'],['dtp entertainment'],"['Family', 'Music+']","['French', 'Spanish', 'German', 'Italian']",2010-09-08,xbox
3215,MADAGASCAR 3,['Vicious Cycle Software Inc.'],['D3Publisher of America Inc.'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2012-06-05,xbox
3263,LOLLIPOP CHAINSAW,['grasshopper manufacture'],['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2012-06-15,xbox
3577,Marvel Avengers: Battle for Earth,['Ubisoft Quebec'],['Ubisoft'],['kinect'],"['French', 'Spanish', 'German', 'Italian', 'Polish']",2012-11-06,xbox
3386,Mars Rover Landing,['Smoking Gun Interactive'],['Microsoft Studios'],['kinect'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2012-07-16,xbox
3461,Angry Birds Trilogy,['Rovio'],['Activision'],"['puzzle', 'kinect']","['French', 'Spanish', 'German', 'Italian']",2012-09-25,xbox
3550,Attack of the Movies,['Panic Button'],['505 Games'],['shooter'],"['French', 'Spanish', 'German', 'Italian']",2010-05-18,xbox
3580,Air Conflicts: Pacific Carriers,['Games Farm'],['bitComposer Games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2012-12-07,xbox
4900,Scourge: Outbreak,['Tragnarion Studios'],['Bitbox S.L.'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2013-07-03,xbox
2899,ACV,['from software'],['Namco Bandai Games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",,xbox
2635,真‧三國無雙５,['KOEI TECMO GAMES CO.'],,"['Action', 'Adventure']",,,xbox
3781,Power Rangers Super Samurai,"['Digifloyd', 'Bandai Namco Studios']",['Namco Bandai Games'],"['Action', 'Adventure', 'kinect']","['French', 'Spanish', 'German', 'Italian']",2012-12-04,xbox
5376,Rocksmith 2014 Edition,['Ubisoft'],['Ubisoft'],['Music+'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2014-11-07,xbox
435019,Bad Dream: Coma,"['Desert Fox', 'Black Rose']",['Ultimate Games'],"['Adventure', 'Point & Click']",,2021-04-20,xbox
5525,Truck Racer,['Kylotonn Entertainment'],['Bigben Interactive'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2013-11-01,xbox
3862,HEAVY FIRE SHATTERED SPEAR,['Teyon'],['mastiff'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2013-01-29,xbox
3985,Star Trek,['digital extremes'],['Namco Bandai Games'],"['Action', 'Adventure', 'shooter']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2013-04-26,xbox
4995,The Smurfs 2,['WayForward'],['Ubisoft'],['platformer'],"['French', 'Spanish', 'German', 'Italian']",2013-07-23,xbox
5008,Doodle Jump Kinect,['Smoking Gun Interactive'],['D3Publisher of America Inc.'],"['platformer', 'kinect']",,2013-06-28,xbox
5708,Young Justice,['Freedom Factory Studios'],['Little Orbit'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2013-11-19,xbox
6330,LEGO The Hobbit,"[""Traveller's Tales""]",['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2014-04-11,xbox
7158,Fantasia: Music Evolved,['Harmonix Music Systems'],['Disney Interactive'],"['Music+', 'kinect']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2014-10-24,xbox
7357,Teenage Mutant Ninja Turtles: Danger of the Ooze,['WayForward'],['Activision'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian']",2014-10-31,xbox
8247,Life Is Strange,['DONTNOD Entertainment'],['Square Enix'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2015-01-30,xbox
8377,Trivial Pursuit Live!,['Ubisoft Halifax'],['Ubisoft'],"['Board Games', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2015-02-17,xbox
1435,The Incredible Hulk,['Edge of Reality'],['SEGA'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2008-06-05,xbox
2178,Way of the Samurai 3,['ACQUIRE Corp.'],['Ghostlight LTD'],"['Action', 'Adventure']","['Japanese', 'French', 'German']",2009-10-20,xbox
2246,Red Faction: Guerrilla,['volition'],['THQ'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2009-06-05,xbox
2036,"Warhammer 40,000: Dawn of War II",['Relic Entertainment'],['THQ'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2009-02-17,xbox
435671,Savage Halloween,['2ndBoss'],['QUByte Interactive'],['Run & Gun'],,2021-04-15,xbox
333485,Zombie Army 4: Dead War,"['Rebellion', 'Flix Interactive', 'Radical Forge']","['Rebellion', 'Fireshine Games']","['Third Person Shooter', 'Action Horror']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2020-02-04,xbox
435236,AntVentor,['LoopyMood'],['LoopyMood'],"['Adventure', 'Point & Click']",,2021-04-23,xbox
